host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,percentage_aval_30,has_shampoo,has_kitchen,has_heating,has_air conditioning,has_smoke alarm,has_essentials,has_iron,has_free parking on premises,has_hangers,has_hair dryer,has_washer,has_long term stays allowed,has_wifi,entire_space
0,3.0,3.0,1,1,30.247775637512827,-97.77904831020652,4,1.0,2.0,78.0,1,1125,1.0,2.0,2.0,1125.0,1.3,33.8,1,0,0,0,,,,,,,,1,8,,0.3,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0.0,0.0,1,0,30.283381,-97.682854,6,3.0,3.0,280.0,28,365,28.0,28.0,365.0,365.0,28.0,365.0,1,0,0,0,,,,,,,,1,1,,0.4666666666666667,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,742.0,742.0,1,1,30.28485703289803,-97.63376129872913,2,1.0,1.0,240.0,2,1125,2.0,3.0,1125.0,1125.0,2.5,1125.0,1,0,0,0,,,,,,,,1,50,,0.5666666666666667,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0.0,0.0,1,0,30.2857884507696,-97.75949190571316,4,2.0,2.0,264.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,1,0,0,0,,,,,,,,0,1,,0.6666666666666666,0,1,0,1,1,0,0,1,0,0,1,1,1,1
1,0.0,0.0,1,1,30.24432840823717,-97.78165130872328,4,2.0,3.0,155.0,2,365,2.0,3.0,365.0,365.0,2.4,365.0,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4,1.0,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.23607973537005,-97.78500585143938,4,1.0,2.0,168.0,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,1,2,,0.6,0,1,0,1,1,0,0,1,0,0,0,1,1,1
0,1.0,1.0,0,1,30.19818628663146,-97.69357445920166,8,4.0,4.0,339.0,3,365,2.0,3.0,365.0,365.0,2.4,365.0,1,0,0,0,,,,,,,,0,1,,0.8,1,1,0,1,1,1,1,1,1,1,1,1,1,1
0,4.0,4.0,1,1,30.351402107219563,-97.60593277372398,4,2.0,2.0,300.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,0,3,,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1,0.0,0.0,1,1,30.246049949238664,-97.78002556006024,2,1.0,1.0,148.0,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,4,3.0,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,0,1,1,0
0,3.0,3.0,1,1,30.274117,-97.695663,6,3.0,3.0,514.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,1,0,0,0,,,,,,,,0,3,,0.7666666666666667,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,0.0,0.0,1,0,30.30065,-97.70261,6,3.0,3.0,415.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,0,1,,0.3,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,411.0,411.0,1,1,30.281326058539545,-97.7109308128278,3,1.0,1.0,143.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25622848917617,-97.73768729169244,4,1.0,2.0,274.0,1,365,1.0,4.0,89.0,89.0,2.1,89.0,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.257326621923813,-97.73858558987308,6,2.0,3.0,438.0,1,365,1.0,4.0,1.0,365.0,2.1,72.9,1,0,0,0,,,,,,,,1,99,,0.8,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.37791,-98.00318,9,4.0,9.0,459.0,2,365,2.0,4.0,2.0,365.0,2.1,83.8,1,0,0,0,,,,,,,,1,99,,0.8666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25728529571436,-97.7376423586015,6,2.0,3.0,272.0,1,365,1.0,4.0,1.0,365.0,2.1,74.2,1,0,0,0,,,,,,,,1,99,,0.4,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255990109142072,-97.7380113718404,6,2.0,3.0,252.0,1,365,1.0,1.0,1.0,365.0,1.0,363.3,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.344683512777813,-97.86163668953196,6,3.0,3.0,365.0,2,365,2.0,4.0,2.0,365.0,2.1,131.3,1,0,0,0,,,,,,,,1,99,,0.9666666666666667,1,1,1,1,1,1,0,1,0,1,1,1,1,1
0,486.0,486.0,1,1,30.25536893812041,-97.73915040263684,6,2.0,3.0,459.0,1,365,1.0,4.0,2.0,365.0,2.1,90.6,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.257504422894517,-97.7391202969608,4,1.0,2.0,273.0,1,365,1.0,4.0,2.0,365.0,2.1,89.7,1,0,0,0,,,,,,,,1,99,,0.6,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255654220367315,-97.73811602895816,6,2.0,3.0,402.0,1,365,1.0,3.0,1.0,365.0,1.1,324.9,1,0,0,0,,,,,,,,1,99,,0.8666666666666667,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25748016533377,-97.73910859651266,4,1.0,2.0,300.0,1,365,1.0,4.0,89.0,365.0,2.1,94.7,1,0,0,0,,,,,,,,1,99,,0.7,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255371989805585,-97.73806759878636,4,1.0,2.0,273.0,1,365,1.0,4.0,89.0,365.0,2.1,90.9,1,0,0,0,,,,,,,,1,99,,0.8333333333333334,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255616810769755,-97.73805569826548,4,1.0,2.0,300.0,1,365,1.0,4.0,2.0,365.0,2.1,87.2,1,0,0,0,,,,,,,,1,99,,0.8666666666666667,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.2573585625079,-97.73830762270492,4,1.0,2.0,274.0,1,365,1.0,4.0,89.0,365.0,2.1,89.6,1,0,0,0,,,,,,,,1,99,,0.9666666666666667,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.256933474499306,-97.73773061933228,6,2.0,3.0,300.0,1,365,1.0,4.0,1.0,365.0,2.1,78.7,1,0,0,0,,,,,,,,1,99,,0.7333333333333333,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25576354362774,-97.73789677155398,6,2.0,3.0,437.0,1,365,1.0,4.0,1.0,365.0,2.1,92.8,1,0,0,0,,,,,,,,1,99,,0.9333333333333333,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,0.0,0.0,1,1,30.187156746939703,-97.90393083191458,10,4.0,4.0,1000.0,4,365,4.0,4.0,365.0,365.0,4.0,365.0,1,0,0,0,,,,,,,,0,1,,0.7666666666666667,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,486.0,486.0,1,1,30.257297340532503,-97.73985702504774,4,1.0,2.0,302.0,1,365,1.0,4.0,89.0,89.0,2.1,89.0,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25753275554519,-97.73789205348592,6,2.0,3.0,435.0,1,365,1.0,4.0,1.0,365.0,2.0,79.2,1,0,0,0,,,,,,,,1,99,,0.6333333333333333,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25689546371998,-97.7400210397314,5,2.0,3.0,435.0,1,365,1.0,4.0,2.0,365.0,2.1,74.6,1,0,0,0,,,,,,,,1,99,,0.6666666666666666,1,1,0,1,1,1,1,0,1,0,1,1,1,1
0,0.0,0.0,1,1,30.4672,-97.6866,2,1.0,1.0,120.0,28,90,28.0,28.0,90.0,90.0,28.0,90.0,1,0,0,0,,,,,,,,0,1,,0.0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,0.0,0.0,1,0,30.23742239269752,-97.78296086681404,3,1.0,2.0,171.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,1,1,,0.4666666666666667,0,1,0,1,1,1,1,1,1,0,1,0,1,1
1,22.0,22.0,1,0,30.387238551346616,-97.6947966236303,8,4.0,5.0,391.0,30,365,2.0,30.0,365.0,365.0,2.3,365.0,1,3,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,14,3.0,0.7,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,662.0,662.0,1,1,30.436829653495696,-97.76996158332952,4,2.0,2.0,128.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,0,0,0,,,,,,,,1,50,,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
0,486.0,486.0,1,1,30.2554700350998,-97.73927622115347,2,,1.0,219.0,1,365,1.0,4.0,2.0,365.0,2.1,92.5,1,0,0,0,,,,,,,,1,99,,0.5,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25730440150781,-97.73770315735692,4,1.0,2.0,333.0,1,365,1.0,4.0,1.0,365.0,2.0,103.3,1,0,0,0,,,,,,,,1,99,,0.9,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255256129402945,-97.73795582700625,2,,1.0,274.0,1,365,1.0,4.0,89.0,89.0,2.1,89.0,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25739663431958,-97.73807307539802,6,1.0,3.0,301.0,1,365,1.0,4.0,1.0,365.0,2.1,88.5,1,0,0,0,,,,,,,,1,99,,0.7333333333333333,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25618,-97.73989,6,2.0,3.0,439.0,1,365,1.0,4.0,1.0,365.0,2.1,98.7,1,0,0,0,,,,,,,,1,99,,0.43333333333333335,1,1,0,1,1,1,1,0,1,1,0,1,1,1
0,486.0,486.0,1,1,30.38453,-97.95645,8,4.0,5.0,868.0,3,365,3.0,4.0,3.0,365.0,3.2,143.6,1,0,0,0,,,,,,,,1,99,,0.9333333333333333,1,1,1,1,1,1,1,1,1,0,1,1,1,1
0,486.0,486.0,1,1,30.255581852185504,-97.73850657289324,4,1.0,2.0,273.0,1,365,1.0,4.0,2.0,365.0,2.1,95.1,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.255320017571403,-97.73829689649796,4,1.0,2.0,301.0,1,365,1.0,4.0,89.0,89.0,2.1,89.0,1,0,0,0,,,,,,,,1,99,,0.8666666666666667,1,1,0,1,1,1,1,0,1,1,0,1,1,1
0,486.0,486.0,1,1,30.255442567750716,-97.73920199320898,4,1.0,2.0,301.0,1,365,1.0,4.0,89.0,365.0,2.1,89.6,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25743434695088,-97.73798402859748,4,1.0,2.0,274.0,1,365,1.0,4.0,89.0,89.0,2.1,89.0,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,0.0,0.0,1,1,30.25569,-97.73495,2,1.0,1.0,205.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,1,0,0,0,,,,,,,,0,1,,0.2,0,1,0,1,1,1,1,1,1,1,1,1,0,0
0,0.0,0.0,1,1,30.308969939151343,-97.66636368177616,1,1.0,1.0,80.0,1,7,1.0,1.0,7.0,7.0,1.0,7.0,1,0,0,0,,,,,,,,0,1,,0.16666666666666666,1,1,0,1,1,1,0,1,0,1,0,0,1,0
0,71.0,71.0,1,1,30.26955,-97.74996,5,2.0,2.0,323.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,12,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,742.0,742.0,1,1,30.24325259808905,-97.75516109186115,10,4.0,7.0,409.0,30,1125,3.0,30.0,1125.0,1125.0,29.1,1125.0,1,0,0,0,,,,,,,,1,50,,0.9666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.286209695715204,-97.64817835630508,12,4.0,7.0,268.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,1,1,1,4.0,4.0,4.0,4.0,5.0,3.0,5.0,1,1,1.0,0.5,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,8.0,8.0,0,1,30.222569919400385,-97.69073640222663,5,2.0,2.0,180.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,1,0,0,0,,,,,,,,0,8,,0.5333333333333333,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,1.0,1.0,1,1,30.18145570528737,-97.84659536507468,5,1.0,1.0,191.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,1,1,,0.7,1,1,0,1,1,1,1,1,0,1,0,1,1,1
0,0.0,0.0,1,1,30.28029397478643,-97.77161552152822,4,2.0,2.0,302.0,2,60,2.0,2.0,60.0,60.0,2.0,60.0,1,0,0,0,,,,,,,,0,2,,0.6,1,1,1,1,1,1,1,1,0,0,1,1,1,1
0,3.0,3.0,1,1,30.40484526730039,-97.70087979315296,3,1.0,2.0,200.0,7,365,7.0,7.0,365.0,365.0,7.0,365.0,1,0,0,0,,,,,,,,0,2,,0.8333333333333334,0,1,1,1,1,0,1,1,0,1,1,1,1,1
0,2.0,2.0,1,1,30.46039,-97.75655,1,1.0,1.0,68.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,0,0,0,,,,,,,,0,2,,0.26666666666666666,0,1,0,1,1,0,0,1,0,0,1,1,1,0
0,207.0,207.0,1,1,30.32736,-97.87353,11,4.0,6.0,299.0,1,365,1.0,7.0,52.0,365.0,2.3,362.2,1,1,1,1,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1,3,1.0,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,1,1,0,1
0,679.0,679.0,1,1,30.31614,-97.75323,2,1.0,2.0,244.0,1,365,1.0,3.0,365.0,365.0,2.2,365.0,1,0,0,0,,,,,,,,1,194,,0.8,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,679.0,679.0,1,1,30.31807685261779,-97.75231246553513,2,1.0,2.0,214.0,1,365,1.0,3.0,365.0,365.0,2.2,365.0,1,0,0,0,,,,,,,,1,194,,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,679.0,679.0,1,1,30.317892806645403,-97.75180921124937,2,1.0,2.0,219.0,1,365,1.0,3.0,365.0,365.0,2.2,365.0,1,0,0,0,,,,,,,,1,194,,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
0,679.0,679.0,1,1,30.31579107223634,-97.75164987104274,2,1.0,2.0,201.0,1,365,1.0,3.0,365.0,365.0,2.2,365.0,1,0,0,0,,,,,,,,1,194,,0.9333333333333333,1,1,1,0,1,1,1,0,1,1,0,1,1,1
0,0.0,0.0,1,1,30.340603366515367,-97.7138326703702,4,3.0,3.0,335.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,1,0,0,0,,,,,,,,0,1,,0.0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,486.0,486.0,1,1,30.25532029092343,-97.73832681518262,6,1.0,3.0,278.0,1,365,1.0,4.0,1.0,365.0,2.1,81.3,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.404229541887936,-97.71150990497031,3,1.0,1.0,172.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.22635393046177,-97.72633538616796,4,2.0,2.0,117.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,1,0,0,0,,,,,,,,0,1,,0.7666666666666667,0,1,0,0,1,1,1,0,1,0,0,1,0,1
0,411.0,411.0,1,1,30.247827258498493,-97.84592022470656,3,1.0,1.0,176.0,90,365,90.0,90.0,365.0,365.0,90.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0,2.0,2.0,0,1,30.26301,-97.58489,1,1.0,1.0,56.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,1.0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,486.0,486.0,1,1,30.256098712397943,-97.7377802185002,4,1.0,2.0,274.0,1,365,1.0,4.0,2.0,365.0,2.1,86.1,1,0,0,0,,,,,,,,1,99,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,486.0,486.0,1,1,30.25734510384616,-97.73994640425175,4,1.0,2.0,277.0,1,365,1.0,4.0,89.0,365.0,2.1,89.6,1,0,0,0,,,,,,,,1,99,,0.9666666666666667,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,0.0,0.0,1,1,30.21905,-97.63656,10,4.0,5.0,398.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,0,1,,0.8,1,1,0,1,1,1,1,1,1,1,0,1,1,1
0,37.0,37.0,1,1,30.27202801563598,-97.74632005971736,4,1.0,1.0,350.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,1,0,0,0,,,,,,,,0,3,,0.43333333333333335,0,0,0,1,1,0,0,1,0,0,1,1,1,1
0,411.0,411.0,1,1,30.404011764576037,-97.71245149489891,3,1.0,1.0,165.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
0,3.0,3.0,1,1,30.218975202836525,-97.7382851764055,6,3.0,3.0,255.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,,,,,,,,0,3,,0.7666666666666667,1,1,0,0,1,1,1,1,1,1,0,1,1,1
0,1.0,1.0,1,1,30.431430944285143,-97.66781117594084,4,2.0,2.0,124.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,0,0,0,,,,,,,,1,2,,0.6666666666666666,0,1,0,1,1,0,0,1,0,0,1,1,1,1
0,0.0,0.0,1,1,30.318316022482627,-97.7255574690585,3,2.0,2.0,150.0,60,90,60.0,60.0,90.0,90.0,60.0,90.0,1,0,0,0,,,,,,,,1,1,,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,0,30.37354025714672,-97.73507989635554,5,2.0,2.0,204.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,1,2,,0.6666666666666666,1,1,0,0,1,1,1,1,1,1,0,1,1,1
0,0.0,0.0,1,1,30.27744982833465,-97.71299239008596,2,1.0,1.0,225.0,2,365,1.0,2.0,365.0,365.0,2.0,365.0,1,0,0,0,,,,,,,,1,1,,0.7333333333333333,1,1,0,1,1,1,0,0,1,1,0,1,1,1
0,0.0,0.0,1,1,30.26421283248753,-97.70226228024094,2,2.0,1.0,428.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,0,0,0,,,,,,,,1,2,,0.13333333333333333,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,0.0,0.0,1,1,30.35086158190776,-97.7206783445551,8,4.0,4.0,607.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,,,,,,,,1,2,,0.8333333333333334,1,1,0,1,1,1,0,1,1,0,1,1,1,1
0,0.0,0.0,1,0,30.448231147235568,-97.80556369070013,4,3.0,2.0,72.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,1,0,0,0,,,,,,,,0,2,,0.0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,1.0,1.0,1,1,30.28496237854921,-97.63341425147672,6,1.0,3.0,159.0,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,0,0,0,,,,,,,,1,5,,0.5,0,1,0,1,1,0,0,1,0,0,1,1,1,0
0,411.0,411.0,1,1,30.438996881347645,-97.73283310407372,3,1.0,1.0,156.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.439328168313203,-97.73275638930842,3,1.0,1.0,160.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43971393374064,-97.732949943688,3,1.0,1.0,160.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43962,-97.73491,5,2.0,2.0,189.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43781163565725,-97.73337532576032,5,2.0,2.0,187.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43754043074083,-97.73319638280282,5,2.0,2.0,186.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43801587715805,-97.73473431960174,3,1.0,1.0,155.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43963164997273,-97.73358895407952,3,1.0,1.0,160.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43819861588323,-97.73479666313352,3,1.0,1.0,153.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43976,-97.73283,5,2.0,2.0,187.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.43938,-97.7346,3,1.0,1.0,152.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.437680109043583,-97.73358879967832,5,2.0,2.0,190.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,411.0,411.0,1,1,30.4398,-97.73463,5,2.0,2.0,182.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1,2.0,2.0,1,1,30.280290096282467,-97.7556260865953,3,1.0,1.0,134.0,30,365,3.0,30.0,365.0,365.0,28.4,365.0,1,0,0,0,,,,,,,,0,3,,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
0,411.0,411.0,1,1,30.199603635521672,-97.7736304738093,3,1.0,1.0,117.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
0,0.0,0.0,1,0,30.30602567859915,-97.75690750419903,4,2.0,2.0,439.0,2,14,2.0,3.0,14.0,1125.0,2.0,1102.0,1,0,0,0,,,,,,,,0,1,,0.3333333333333333,1,1,1,1,1,1,0,1,0,0,1,0,1,1
0,0.0,0.0,0,1,30.43999881223239,-97.69045969101666,5,2.0,2.0,202.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,1,1,,0.6666666666666666,0,1,0,1,1,0,1,1,0,0,1,1,1,1
1,10.0,10.0,1,1,30.245651895502768,-97.7589300818924,6,3.0,3.0,349.0,2,15,2.0,3.0,1125.0,1125.0,2.3,1125.0,1,0,0,0,,,,,,,,0,2,,0.5,1,1,0,0,1,1,1,1,1,1,0,0,1,1
0,2.0,2.0,1,1,30.201596821051687,-97.82297793160112,1,2.0,2.0,140.0,14,30,14.0,14.0,30.0,30.0,14.0,30.0,1,0,0,0,,,,,,,,0,1,,0.7333333333333333,0,1,0,1,1,0,1,1,0,0,1,1,1,0
0,0.0,0.0,1,1,30.311247780629618,-97.73137059005774,2,1.0,1.0,166.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,0,0,0,,,,,,,,1,1,,0.26666666666666666,1,1,0,1,1,1,0,1,0,1,1,1,1,1
0,679.0,679.0,1,1,30.317960130938744,-97.75204899873631,2,1.0,1.0,223.0,1,365,1.0,3.0,365.0,365.0,2.2,365.0,1,0,0,0,,,,,,,,1,194,,0.9,1,1,1,0,1,1,1,0,1,1,0,1,1,1
0,411.0,411.0,1,1,30.43943,-97.73285,3,1.0,1.0,155.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,0,0,0,,,,,,,,1,338,,1.0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1,3.0,3.0,1,1,30.30890448762248,-97.67922221339586,4,2.0,2.0,225.0,3,60,3.0,3.0,1125.0,1125.0,3.0,1125.0,1,0,0,0,,,,,,,,1,4,,0.23333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0,0.0,1,1,30.181243500640974,-97.83290003565968,8,3.0,4.0,280.0,30,60,3.0,30.0,1125.0,1125.0,22.9,1125.0,1,0,0,0,,,,,,,,1,1,,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,1.0,1.0,1,0,30.310196,-97.716446,2,1.0,1.0,109.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,0,0,0,,,,,,,,0,1,,0.3,0,1,0,0,1,1,0,1,0,0,0,1,1,0
0,2.0,2.0,1,1,30.266419072103748,-97.7188851790216,2,1.0,1.0,300.0,3,365,2.0,30.0,1125.0,1125.0,12.1,1125.0,1,0,0,0,,,,,,,,0,2,,0.2,0,1,0,1,1,1,1,0,1,1,0,1,1,1
